cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Doublet 0,0	Doublet 0,1	Doublet 0,2	Doublet 0,3	Doublet 0,4	Doublet 0,5	Doublet 1,1	Doublet 1,2	Doublet 1,3	Doublet 1,4	Doublet 1,5	Doublet 2,2	Doublet 2,3	Doublet 2,4	Doublet 2,5	Doublet 3,3	Doublet 3,4	Doublet 3,5	Doublet 4,4	Doublet 4,5	Doublet 5,5
1921	6.57826e-16	2.96078e-07	0.287057	4.62574e-06	8.47435e-15	0.630805	4.53406e-18	4.08144e-09	0.00242243	6.37657e-08	1.31649e-09	0.00532327	8.25952e-10	2.82246e-05	7.42955e-10	5.32833e-10	6.20232e-05	0.00852494	0.000440962	9.10402e-06	0.037467	5.80372e-09	2.39645e-10	0.000969011	3.16191e-17	2.0006e-05	0.0268665
1922	3.82586e-29	5.73578e-10	0.642877	2.5797e-10	1.28859e-10	0.29427	2.63697e-31	7.90676e-12	0.00433693	3.55612e-12	1.14882e-11	0.00198518	1.60008e-12	0.00175531	1.43929e-12	4.6497e-12	0.000803474	0.019092	0.000789463	0.0025504	0.0174783	3.23665e-13	2.09123e-12	0.000361368	4.80793e-13	0.00116742	0.0125332
1923	2.10665e-25	2.81603e-07	0.230433	4.49367e-06	6.72372e-19	0.671743	1.45201e-27	3.8819e-09	0.0048083	6.19451e-08	1.22975e-11	0.0140168	7.85572e-10	5.48502e-05	7.06632e-10	4.97726e-12	0.000159896	0.00684335	0.000875269	1.73761e-07	0.0398985	5.63802e-09	2.23856e-12	0.00255152	2.50873e-21	5.06537e-07	0.0286101
1924	5.30024e-32	1.35644e-06	0.475881	2.11e-05	2.82512e-12	0.457957	3.65319e-34	1.86985e-08	0.00225874	2.90862e-07	3.58566e-09	0.00217367	3.78398e-09	2.64323e-05	3.40374e-09	1.45125e-09	2.54367e-05	0.0141326	0.000411165	5.06871e-06	0.0272006	2.64733e-08	6.52708e-10	0.000395679	1.0541e-14	4.8778e-06	0.0195048
1925	4.80374e-12	0.00100984	0.0345416	0.000890194	1.61698e-17	0.862977	3.31097e-14	1.39206e-05	0.000290461	1.22713e-05	9.08466e-06	0.00725681	2.81708e-06	5.99797e-05	2.534e-06	3.67689e-06	0.00149852	0.00102581	5.28735e-05	3.91432e-05	0.051257	1.11689e-06	1.65371e-06	0.00132098	6.03322e-20	0.000977943	0.0367549
1926	7.64977e-23	9.93491e-07	0.321318	1.47968e-05	1.81471e-17	0.59762	5.2726e-25	1.36953e-08	0.0030773	2.03974e-07	5.60312e-09	0.00572347	2.77148e-09	3.7611e-05	2.49299e-09	2.26779e-09	6.99526e-05	0.00954244	0.00056017	1.53877e-05	0.0354959	1.8565e-08	1.01995e-09	0.00104186	6.77097e-20	2.86196e-05	0.0254531
1927	2.15835e-20	0.00417437	0.710226	0.0483999	5.002e-15	0.173932	1.48764e-22	5.75436e-05	0.0157924	0.000667191	1.17499e-05	0.00386751	1.1645e-05	0.000247939	1.04748e-05	4.75563e-06	6.07195e-05	0.0210921	0.00287473	5.06271e-05	0.0103308	6.07253e-05	2.13888e-06	0.000704014	1.86633e-17	1.23984e-05	0.00740792
1928	2.42953e-15	2.66966e-07	0.90779	2.35337e-07	7.63821e-15	0.0513946	1.67455e-17	3.68012e-09	0.00525169	3.24411e-09	2.91929e-09	0.000297325	7.44739e-10	0.00108446	6.69903e-10	1.18154e-09	6.1397e-05	0.0269593	0.00095598	0.000860263	0.00305261	2.95267e-10	5.31407e-10	5.41229e-05	2.84994e-17	4.87038e-05	0.00218894
1929	1.23275e-22	2.18826e-05	0.239175	3.26945e-05	4.67893e-21	0.666552	8.49673e-25	3.01652e-07	0.00384328	4.50693e-07	2.70858e-08	0.0107108	6.10447e-08	0.000468249	5.49105e-08	1.09626e-08	0.00130495	0.00710295	0.000699602	4.20448e-05	0.0395902	4.10205e-08	4.93051e-09	0.00194971	1.74579e-23	0.000117174	0.028389
1930	1.06923e-20	3.7254e-07	0.170378	5.43423e-06	1.26289e-21	0.729318	7.36969e-23	5.13545e-09	0.00330259	7.49108e-08	6.13228e-10	0.0141371	1.03925e-09	4.12134e-05	9.34821e-10	2.48196e-10	0.000176418	0.00505983	0.00060118	4.92132e-06	0.0433182	6.81811e-09	1.11628e-10	0.00257341	4.71204e-24	2.10662e-05	0.0310623
1931	3.01852e-26	3.19761e-08	0.575257	1.43814e-08	1.785e-18	0.35472	2.08051e-28	4.40789e-10	0.00631211	1.98248e-10	6.08751e-11	0.00389223	8.92017e-11	0.00255474	8.02381e-11	2.46384e-11	0.00157533	0.0170838	0.00114901	0.000352822	0.0210688	1.80438e-11	1.10813e-11	0.000708514	6.66012e-21	0.00021756	0.0151078
1932	4.25377e-22	1.92157e-06	0.392374	6.33442e-06	3.02669e-13	0.529819	2.93191e-24	2.64888e-08	0.00408797	8.73198e-08	1.12084e-08	0.00551995	5.36048e-09	0.000225739	4.82183e-09	4.53643e-09	0.000304813	0.0116526	0.000744146	9.55184e-05	0.0314689	7.94754e-09	2.04029e-09	0.00100481	1.12931e-15	0.000128978	0.0225654
1933	2.48051e-29	9.32287e-09	0.412264	5.23927e-08	5.32486e-35	0.517697	1.70969e-31	1.28516e-10	0.00162565	7.22232e-10	5.88552e-10	0.00204139	2.60075e-11	5.26569e-05	2.33941e-11	2.38208e-10	6.61234e-05	0.0122433	0.000295921	0.000241148	0.0307489	6.5735e-11	1.07136e-10	0.0003716	1.98679e-37	0.00030282	0.0220491
1934	6.81268e-18	0.0268055	0.144656	0.088364	2.80101e-13	0.652155	4.69563e-20	0.000369514	0.00224098	0.0012181	2.90364e-05	0.010103	7.47778e-05	0.000123747	6.72636e-05	1.17521e-05	0.000557891	0.00429596	0.000407931	9.72408e-06	0.0387351	0.000110867	5.28558e-06	0.00183908	1.0451e-15	4.38391e-05	0.0277758
1935	1.07794e-31	2.10359e-08	0.421796	2.28534e-07	3.28557e-15	0.506917	7.42968e-34	2.8998e-10	0.00265727	3.15034e-09	1.41205e-10	0.00319352	5.86827e-11	4.45242e-05	5.27859e-11	5.7151e-11	5.35094e-05	0.0125264	0.00048371	2.1681e-05	0.0301086	2.86732e-10	2.5704e-11	0.000581326	1.2259e-17	2.60564e-05	0.02159
1936	9.34821e-21	3.12818e-11	0.486383	2.13524e-10	9.10191e-20	0.444613	6.44324e-23	4.31219e-13	0.00393659	2.94343e-12	2.29023e-13	0.00359852	8.7265e-14	0.000104982	7.8496e-14	9.26939e-14	9.59661e-05	0.0144445	0.000716588	5.57565e-05	0.026408	2.679e-13	4.16897e-14	0.000655048	3.39607e-22	5.09681e-05	0.0189364
1937	6.59065e-22	6.81774e-06	0.550522	9.65691e-05	3.8778e-23	0.385251	4.5426e-24	9.39824e-08	0.00410972	1.3312e-06	1.42357e-07	0.00287595	1.9019e-08	5.28159e-05	1.71079e-08	5.76172e-08	3.69601e-05	0.0163493	0.000748105	8.00014e-05	0.0228822	1.21161e-07	2.59137e-08	0.000523518	1.44687e-25	5.59843e-05	0.0164081
1938	2.61802e-14	5.40463e-08	0.0144404	8.07497e-08	5.05911e-08	0.891134	1.80447e-16	7.45027e-10	3.21415e-05	1.11313e-09	1.47147e-09	0.00198348	1.5077e-10	3.91598e-06	1.35619e-10	5.95555e-10	0.000241659	0.000428849	5.8508e-06	7.73425e-06	0.0529294	1.01313e-10	2.67855e-10	0.000361059	1.88763e-10	0.000477289	0.0379541
1939	1.35668e-30	1.54697e-07	0.334517	2.33896e-06	8.657e-19	0.589787	9.35088e-33	2.13249e-09	0.00169418	3.22425e-08	7.55325e-10	0.00298701	4.31548e-10	2.0397e-05	3.88183e-10	3.05707e-10	3.5962e-05	0.00993439	0.000308396	7.22458e-06	0.0350307	2.9346e-09	1.37494e-10	0.000543733	3.23006e-21	1.27377e-05	0.0251195
1940	1.15939e-22	3.03877e-06	0.799269	7.00568e-06	2.48408e-18	0.156532	7.99108e-25	4.18893e-08	0.00292636	9.65731e-08	1.14178e-08	0.00057311	8.47707e-09	0.00023106	7.62524e-09	4.62121e-09	4.52517e-05	0.0237365	0.000532694	6.29805e-05	0.00929729	8.78974e-09	2.07842e-09	0.000104325	9.26849e-21	1.23343e-05	0.00666682
1941	0.992574	1.70135e-05	0.000139241	0.000261271	9.7685e-23	0.000136448	0.0068413	2.3453e-07	3.726e-06	3.60162e-06	3.08535e-08	3.65126e-06	4.74614e-08	4.41666e-08	4.26922e-08	1.24875e-08	4.32807e-08	4.13514e-06	6.78255e-07	5.81033e-09	8.10438e-06	3.27806e-07	5.61636e-09	6.64649e-07	3.64479e-25	5.69377e-09	5.81142e-06
1942	2.18285e-17	1.08938e-05	0.809064	3.59114e-05	7.83486e-10	0.131716	1.50453e-19	1.50171e-07	0.0147815	4.95038e-07	7.06288e-08	0.00240643	3.03899e-08	0.000816237	2.73361e-08	2.8586e-08	0.000132884	0.0240274	0.00269071	0.000383894	0.00782333	4.50566e-08	1.28568e-08	0.000438049	2.92331e-12	6.2498e-05	0.00560989
1943	1.51873e-28	1.40794e-09	0.0144098	1.99427e-08	1.34213e-39	0.884845	1.04679e-30	1.94085e-11	0.000129778	2.74909e-10	7.42684e-11	0.0079691	3.92766e-12	1.66784e-06	3.53298e-12	3.00591e-11	0.000102414	0.00042794	2.36239e-05	6.38213e-06	0.0525558	2.50213e-11	1.35193e-11	0.00145064	5.00771e-42	0.000391899	0.0376863
1944	1.00589e-16	4.48105e-08	0.489306	6.61061e-07	3.06698e-08	0.443758	6.93312e-19	6.17711e-10	0.00305309	9.11271e-09	1.65863e-09	0.00276888	1.25005e-10	3.76727e-05	1.12444e-10	6.71307e-10	3.41658e-05	0.0145313	0.000555762	0.000101156	0.0263572	8.29407e-10	3.01925e-10	0.000504027	1.14434e-10	9.17393e-05	0.0189
1945	8.5195e-14	0.00157032	0.487388	0.01706	3.3207e-14	0.422625	5.87206e-16	2.16469e-05	0.00600488	0.000235172	5.21849e-06	0.00520697	4.38064e-06	0.000100615	3.94045e-06	2.11211e-06	8.7246e-05	0.0144743	0.00109308	2.42557e-05	0.025102	2.14045e-05	9.49937e-07	0.000947839	1.23901e-16	2.10327e-05	0.0179999
1946	0.992661	1.70014e-05	0.000186901	0.000261086	8.46382e-28	1.63652e-05	0.0068419	2.34364e-07	3.05841e-06	3.59906e-06	3.62984e-07	2.67796e-07	4.74278e-08	3.62532e-08	4.26619e-08	1.46913e-07	3.17435e-09	5.55055e-06	5.56731e-07	5.61492e-08	9.72017e-07	3.27574e-07	6.6075e-08	4.87476e-08	3.15799e-30	4.91645e-09	6.97006e-07
1947	3.89088e-21	0.0497815	0.829002	0.0223896	1.30415e-07	0.05295	2.68179e-23	0.000686237	0.00730549	0.00030864	0.000362722	0.000466616	0.000138872	0.0029568	0.000124918	0.000146807	0.000188856	0.0246195	0.00132984	0.00156286	0.00314499	2.80913e-05	6.60273e-05	8.49394e-05	4.86599e-10	9.98233e-05	0.00225518
1948	5.88925e-21	0.000677655	0.194193	0.00941574	6.42644e-21	0.711286	4.05916e-23	9.34146e-06	0.00105981	0.000129796	6.86277e-06	0.00388184	1.89041e-06	1.38845e-05	1.70045e-06	2.77761e-06	5.08559e-05	0.00576709	0.000192919	1.02003e-05	0.0422472	1.18135e-05	1.24925e-06	0.000706622	2.39781e-23	3.73616e-05	0.0302943
1949	0.991945	0.000113804	0.000772812	0.000262367	1.1879e-09	1.45116e-05	0.00683697	1.56878e-06	1.65311e-05	3.61673e-06	1.08777e-06	3.10415e-07	3.17472e-07	1.30527e-06	2.8557e-07	4.40261e-07	2.45098e-08	2.29508e-05	3.00921e-06	9.05055e-07	8.61921e-07	3.29182e-07	1.98011e-07	5.65057e-08	4.43226e-12	1.69947e-08	6.18059e-07
1950	7.9794e-23	1.42779e-07	0.584865	1.14002e-06	1.00579e-19	0.350122	5.4998e-25	1.9682e-09	0.0061467	1.57151e-08	8.36177e-10	0.00367964	3.98301e-10	0.000140134	3.58277e-10	3.38431e-10	8.38896e-05	0.0173692	0.0011189	5.9535e-05	0.0207957	1.43033e-09	1.52212e-10	0.000669816	3.75275e-22	3.56399e-05	0.014912
1951	5.49313e-20	3.41447e-08	0.340366	4.17214e-07	1.62484e-06	0.581979	3.78613e-22	4.70684e-10	0.00245383	5.75129e-09	1.10507e-09	0.00419571	9.52514e-11	3.65559e-05	8.56799e-11	4.4726e-10	6.25057e-05	0.0101081	0.000446677	8.58256e-05	0.0345669	5.23461e-10	2.01158e-10	0.000763757	6.06255e-09	0.00014675	0.0247869
1952	0.992661	1.68839e-05	0.000189578	0.000261173	1.01442e-19	1.26236e-05	0.00684191	2.32744e-07	3.68746e-06	3.60026e-06	3.13604e-07	2.45541e-07	4.71e-08	4.33933e-08	4.23671e-08	1.26927e-07	2.88947e-09	5.63003e-06	6.71239e-07	5.8469e-08	7.49784e-07	3.27683e-07	5.70863e-08	4.46964e-08	3.78497e-22	3.89333e-09	5.37649e-07
1953	7.87303e-38	2.57943e-07	0.212914	2.05954e-06	2.21405e-15	0.70114	5.42648e-40	3.55573e-09	0.00155763	2.83907e-08	1.32438e-09	0.00512939	7.19567e-10	3.55114e-05	6.4726e-10	5.36024e-10	0.000116941	0.00632307	0.00028354	1.32267e-05	0.0416446	2.58402e-09	2.41081e-10	0.000933717	8.26099e-18	4.35563e-05	0.0298621
1954	2.37534e-20	0.00649395	1.59755e-12	2.15194e-12	0.988912	1.6702e-13	1.6372e-22	8.9519e-05	2.46948e-14	2.96644e-14	0.000436549	2.58178e-15	1.81158e-05	1.35654e-05	1.62954e-05	0.000176687	1.41823e-06	4.74437e-14	4.49526e-15	6.61534e-05	9.92024e-15	2.69995e-15	7.94663e-05	4.69968e-16	0.00368979	6.91617e-06	7.11352e-15
1955	5.42843e-28	1.28738e-06	0.566358	4.24382e-06	4.7347e-23	0.357913	3.74154e-30	1.77465e-08	0.011036	5.85009e-08	2.11658e-09	0.00697425	3.59132e-09	0.00060941	3.23044e-09	8.56656e-10	0.00038512	0.0168196	0.00200891	7.26828e-05	0.0212584	5.32455e-09	3.85287e-10	0.00126954	1.76659e-25	4.59323e-05	0.0152438
1956	2.68432e-26	1.78761e-06	0.491943	4.12122e-06	8.34606e-05	0.433367	1.85016e-28	2.46422e-08	0.00565638	5.6811e-08	6.97361e-08	0.00498286	4.98679e-09	0.000446617	4.48569e-09	2.82247e-08	0.000393438	0.0146096	0.00102965	0.0012639	0.02574	5.17073e-09	1.26943e-08	0.000907045	3.11405e-07	0.00111341	0.0184574
1957	1.22343e-09	4.77456e-05	0.384408	0.000110074	0.00307583	0.539367	8.43249e-12	6.58173e-07	0.00190579	1.51737e-06	1.41285e-06	0.00267403	1.33193e-07	0.000150478	1.19809e-07	5.71831e-07	0.000211137	0.0114161	0.000346916	0.000323019	0.032036	1.38106e-07	2.57185e-07	0.000486762	1.14764e-05	0.000453231	0.0229721
1958	8.19204e-12	0.139378	0.351275	0.122865	2.23212e-16	0.323767	5.64636e-14	0.00192133	0.00530796	0.0016937	0.000220456	0.00489229	0.000388816	0.00109608	0.000349745	8.92265e-05	0.00101025	0.0104321	0.000966223	0.000125766	0.0192303	0.000154154	4.01302e-05	0.000890557	8.3284e-19	0.000115917	0.0137895
1959	1.04314e-32	5.1494e-07	0.0122109	2.27698e-06	4.00905e-13	0.889998	7.18986e-35	7.09844e-09	7.24566e-05	3.13881e-08	3.52859e-09	0.00528104	1.4365e-09	2.98281e-06	1.29215e-09	1.42815e-09	0.000217404	0.000362636	1.31895e-05	1.48274e-06	0.0528619	2.85684e-09	6.4232e-10	0.000961323	1.49584e-15	0.00010807	0.0379057
1960	0.973128	0.000570783	0.000313619	0.000256713	0.018865	2.95026e-05	0.00670728	7.86823e-06	3.4331e-06	3.53879e-06	1.44982e-05	3.22956e-07	1.59228e-06	1.3895e-06	1.43228e-06	5.86793e-06	1.30712e-07	9.31378e-06	6.24936e-07	2.56032e-06	1.75232e-06	3.22088e-07	2.63914e-06	5.87886e-08	7.03882e-05	2.40853e-07	1.25654e-06
1961	2.21196e-16	3.35638e-07	0.410989	1.10643e-06	5.26937e-05	0.512715	1.52459e-18	4.62676e-09	0.00345012	1.52521e-08	2.32586e-08	0.00430407	9.36309e-10	0.000190517	8.42223e-10	9.41361e-09	0.000237672	0.0122055	0.000628035	0.000957722	0.030453	1.38819e-09	4.23384e-09	0.000783482	1.96608e-07	0.00119477	0.0218369
1962	5.54115e-39	4.13435e-06	0.430343	2.32342e-05	0.000263216	0.498154	3.81923e-41	5.6992e-08	0.00275928	3.20283e-07	1.16756e-07	0.00319408	1.15334e-08	8.93769e-05	1.03744e-08	4.72552e-08	0.00010346	0.0127802	0.00050228	0.0001831	0.0295881	2.91511e-08	2.12533e-08	0.000581427	9.82102e-07	0.000211952	0.0212168
1963	2.96947e-29	0.0150457	4.2676e-11	4.60727e-11	0.980217	1.78327e-12	2.0467e-31	0.000207405	5.66049e-13	6.35111e-13	0.000431804	2.36531e-14	4.19722e-05	3.36491e-05	3.77545e-05	0.000174767	1.40607e-06	1.26738e-12	1.0304e-13	7.00553e-05	1.05918e-13	5.78055e-14	7.86025e-05	4.30564e-15	0.00365735	2.92735e-06	7.59511e-14
1964	3.27334e-18	1.5129e-06	0.337624	3.4879e-06	3.09588e-17	0.575451	2.25615e-20	2.08554e-08	0.00524019	4.80807e-08	6.25578e-09	0.00893145	4.22046e-09	0.000413756	3.79636e-09	2.53194e-09	0.000705211	0.0100267	0.000953887	0.00012411	0.0341792	4.37613e-09	1.13876e-09	0.00162582	1.15512e-19	0.000211535	0.0245089
1965	8.75151e-41	0.0111254	3.11064e-08	1.71429e-08	0.984077	1.69203e-09	6.03197e-43	0.000153364	4.06434e-10	2.36315e-10	0.000449985	2.2108e-11	3.10359e-05	4.80144e-05	2.79172e-05	0.000182125	2.61174e-06	9.2379e-10	7.39844e-11	0.000140879	1.00499e-10	2.15085e-11	8.19121e-05	4.02438e-12	0.00367175	7.66313e-06	7.2065e-11
1966	1.3483e-16	3.72639e-08	0.378481	5.76425e-07	4.06696e-18	0.541705	9.29312e-19	5.13682e-10	0.00458211	7.94601e-09	1.08684e-10	0.00655819	1.03953e-10	5.39214e-05	9.3507e-11	4.39882e-11	7.71755e-05	0.01124	0.000834095	1.14086e-05	0.0321748	7.23217e-10	1.9784e-11	0.00119381	1.51745e-20	1.63286e-05	0.0230716
1967	4.91372e-06	2.18096e-05	0.425092	0.000266491	3.27167e-08	0.50109	3.38678e-08	3.00644e-07	0.00374513	3.67357e-06	6.03652e-08	0.00441468	6.08408e-08	5.57932e-05	5.47272e-08	2.4432e-08	6.57678e-05	0.0126243	0.000681737	1.12025e-05	0.0297625	3.34355e-07	1.09884e-08	0.000803617	1.22071e-10	1.32053e-05	0.0213418
1968	6.8421e-24	5.81886e-06	0.299607	9.23076e-05	2.87302e-18	0.608876	4.71591e-26	8.02128e-08	0.00564119	1.27246e-06	2.98214e-09	0.0114643	1.62325e-08	6.47322e-05	1.46014e-08	1.20698e-09	0.000131552	0.00889767	0.00102688	2.4066e-06	0.0361645	1.15815e-07	5.42847e-10	0.00208687	1.07197e-20	4.8908e-06	0.0259325
1969	1.4186e-14	1.17487e-05	0.367257	6.60254e-05	2.07859e-14	0.552959	9.77768e-17	1.61956e-07	0.00405583	9.10159e-07	3.06367e-08	0.00610666	3.27747e-08	0.000131374	2.94813e-08	1.23998e-08	0.000197803	0.0109067	0.000738295	2.48516e-05	0.0328433	8.28394e-08	5.57689e-09	0.00111161	7.75554e-17	3.74178e-05	0.023551
1970	2.64977e-24	2.21687e-08	0.824107	3.19071e-07	5.7567e-14	0.130182	1.82635e-26	3.05595e-10	0.0057492	4.39839e-09	2.51195e-11	0.000908185	6.18426e-11	7.27124e-05	5.56282e-11	1.01668e-11	1.14862e-05	0.0244741	0.00104654	5.97687e-06	0.00773222	4.00326e-10	4.57257e-12	0.000165319	2.14792e-16	9.44149e-07	0.00554455
1971	2.62591e-14	2.79164e-13	0.119315	2.52818e-12	4.54146e-25	0.792517	1.80991e-16	3.84828e-15	0.000413198	3.48509e-14	1.68388e-16	0.00274455	7.78768e-16	8.30538e-06	7.00513e-16	6.81529e-17	5.51662e-05	0.00354339	7.52156e-05	3.63417e-07	0.0470719	3.17201e-15	3.06522e-17	0.000499599	1.69449e-27	2.4139e-06	0.0337539
1972	4.7642e-21	3.18728e-07	0.275019	3.19324e-06	1.06777e-13	0.633626	3.28372e-23	4.39366e-09	0.00466864	4.40188e-08	7.80326e-10	0.0107563	8.89137e-10	8.4826e-05	7.9979e-10	3.15826e-10	0.000195434	0.00816744	0.000849846	1.50653e-05	0.0376346	4.00643e-09	1.42045e-10	0.00195799	3.98403e-16	3.47096e-05	0.0269867
1973	2.26515e-26	1.08475e-06	0.134147	1.67797e-05	8.27333e-13	0.768541	1.56125e-28	1.49533e-08	0.00185702	2.31308e-07	1.22666e-09	0.0106391	3.02607e-09	2.18531e-05	2.72199e-09	4.96474e-10	0.000125199	0.00398386	0.000338039	1.79267e-06	0.0456479	2.10529e-08	2.23293e-10	0.00193666	3.08691e-15	1.02704e-05	0.0327328
1974	8.62213e-23	1.03195e-06	0.460385	1.12111e-05	1.43948e-18	0.467505	5.9428e-25	1.42254e-08	0.00441172	1.54545e-07	8.25733e-09	0.00447995	2.87877e-09	7.39211e-05	2.58949e-09	3.34204e-09	7.50644e-05	0.0136724	0.000803078	4.29085e-05	0.0277677	1.40661e-08	1.50311e-09	0.000815499	5.37092e-21	4.35722e-05	0.0199114
1975	5.2791e-13	4.74167e-09	0.062024	6.82465e-08	4.80358e-18	0.843659	3.63861e-15	6.53639e-11	0.000365479	9.40776e-10	5.59986e-11	0.00497129	1.32276e-11	4.62235e-06	1.18984e-11	2.26647e-11	6.28739e-05	0.00184197	6.65291e-05	3.96007e-06	0.0501095	8.56261e-11	1.01936e-11	0.000904938	1.79229e-20	5.38654e-05	0.0359321
1976	6.83123e-17	2.50909e-06	0.638553	3.76744e-05	3.92565e-15	0.306317	4.70842e-19	3.45878e-08	0.00275706	5.19341e-07	9.62559e-09	0.00132258	6.99947e-09	3.34246e-05	6.29611e-09	3.89583e-09	1.6034e-05	0.0189636	0.000501875	9.30188e-06	0.0181939	4.72685e-08	1.75217e-09	0.000240753	1.46472e-17	4.46217e-06	0.0130463
1977	3.68403e-18	0.0326143	0.603013	0.0487284	5.16584e-14	0.242348	2.53922e-20	0.000449587	0.0158996	0.000671721	3.33011e-05	0.00638996	9.09821e-05	0.00193714	8.18396e-05	1.34782e-05	0.000778526	0.0179081	0.00289425	0.000143485	0.0143944	6.11376e-05	6.0619e-06	0.00116318	1.92746e-16	5.76658e-05	0.0103218
1978	4.40893e-16	0.428108	0.333554	0.192544	6.47177e-10	0.0132386	3.03885e-18	0.00590146	0.00576503	0.00265422	0.000361504	0.000228812	0.00119427	0.00233332	0.00107426	0.000146314	9.26086e-05	0.0099058	0.00104943	0.000142931	0.000786316	0.000241578	6.58056e-05	4.16513e-05	2.41472e-12	5.67289e-06	0.000563844
1979	2.89681e-13	4.15847e-08	0.288662	5.64527e-07	1.59895e-23	0.622092	1.99662e-15	5.73244e-10	0.00456555	7.782e-09	2.52162e-11	0.00983917	1.16006e-10	6.12197e-05	1.04349e-10	1.02059e-11	0.000131934	0.00857261	0.00083108	2.69297e-06	0.0369495	7.08289e-10	4.59017e-12	0.00179105	5.96593e-26	5.80359e-06	0.0264954
1980	4.33077e-22	8.83768e-06	0.177306	0.000135718	6.72971e-13	0.724157	2.98498e-24	1.21827e-07	0.00316833	1.87087e-06	2.4408e-08	0.0129402	2.4654e-08	3.75562e-05	2.21766e-08	9.87881e-09	0.000153388	0.0052656	0.000576741	7.52437e-06	0.0430117	1.7028e-07	4.44306e-09	0.00235553	2.51096e-15	3.07311e-05	0.0308424
1981	3.884e-19	5.93622e-06	0.127957	6.4491e-05	1.28402e-12	0.776215	2.67704e-21	8.18307e-08	0.00150554	8.89007e-07	1.84025e-08	0.00913298	1.65599e-08	2.52263e-05	1.48959e-08	7.44817e-09	0.000153029	0.00380002	0.000274058	5.67303e-06	0.0461037	8.09142e-08	3.34986e-09	0.0016625	4.79088e-15	3.44139e-05	0.0330596
1982	2.16864e-10	2.73249e-08	0.212402	4.19621e-07	7.21226e-21	0.695584	1.49473e-12	3.76673e-10	0.00287309	5.78447e-09	2.65515e-10	0.00940895	7.62267e-11	3.40566e-05	6.85669e-11	1.07463e-10	0.00011153	0.00630786	0.000522997	2.40063e-05	0.0413146	5.26482e-10	4.83324e-11	0.00171274	2.69101e-23	7.86169e-05	0.0296255
1983	2.8977e-14	2.2805e-07	0.305584	1.28159e-06	1.1613e-13	0.616448	1.99724e-16	3.14366e-09	0.00160801	1.76667e-08	2.60176e-09	0.00324379	6.36177e-10	5.20855e-05	5.7225e-10	1.05303e-09	0.000105071	0.00907517	0.00029271	4.31071e-05	0.0366142	1.60796e-09	4.73606e-10	0.000590477	4.33299e-16	8.69588e-05	0.026255
1984	2.06294e-27	9.66591e-07	0.0119217	8.52072e-07	2.21585e-17	0.884619	1.42188e-29	1.33244e-08	0.000122467	1.17458e-08	6.77287e-10	0.0090873	2.69644e-09	2.52892e-05	2.42548e-09	2.74123e-10	0.00187651	0.000354049	2.2293e-05	1.28546e-06	0.0525424	1.06906e-09	1.23289e-10	0.00165419	8.26771e-20	9.53839e-05	0.0376766
1985	1.42684e-35	4.33213e-07	0.153333	6.13619e-06	3.09217e-17	0.757082	9.83445e-38	5.97183e-09	0.00109576	8.45873e-08	2.77844e-09	0.00541032	1.20851e-09	1.40821e-05	1.08707e-09	1.12454e-09	6.95304e-05	0.00455365	0.000199465	6.55182e-06	0.0449673	7.69883e-09	5.05768e-10	0.000984856	1.15374e-19	3.23496e-05	0.0322447
1986	4.594e-11	0.000513502	0.267388	0.000230951	9.33483e-19	0.638753	3.16641e-13	7.07862e-06	0.00362663	3.18365e-06	7.2992e-07	0.00866351	1.43249e-06	0.00146783	1.28854e-06	2.95425e-07	0.00350644	0.00794083	0.000660165	0.000151357	0.0379391	2.89765e-07	1.32869e-07	0.00157704	3.48297e-21	0.00036157	0.027205
1987	1.23937e-21	0.00388348	0.239719	0.0089531	6.4034e-16	0.659051	8.54234e-24	5.35336e-05	0.00292131	0.000123418	2.26528e-06	0.00803145	1.08335e-05	0.000230661	9.74488e-06	9.16839e-07	0.000634148	0.00711911	0.000531774	9.76042e-06	0.0391447	1.12331e-05	4.12355e-07	0.00146199	2.38921e-18	2.6834e-05	0.0280695
1988	5.27355e-23	8.88931e-07	0.669185	9.65733e-06	6.17915e-14	0.272437	3.63479e-25	1.22539e-08	0.00628515	1.33126e-07	8.87622e-09	0.00255879	2.4798e-09	0.000105312	2.23061e-09	3.59253e-09	4.28741e-05	0.0198733	0.0011441	7.62833e-05	0.0161815	1.21167e-08	1.61576e-09	0.000465784	2.30554e-16	3.10563e-05	0.0116033
1989	1.3205e-20	0.000136758	0.160325	0.00196834	8.38772e-13	0.746028	9.10152e-23	1.88521e-06	0.0015684	2.71336e-05	1.17332e-06	0.00729814	3.81506e-07	1.98362e-05	3.43169e-07	4.74884e-07	9.23025e-05	0.00476129	0.000285501	1.23457e-05	0.0443107	2.4696e-06	2.13582e-07	0.0013285	3.12959e-15	5.74473e-05	0.0317739
1990	3.72643e-46	1.52747e-06	0.49527	6.75421e-06	2.09103e-20	0.426824	2.56844e-48	2.10561e-08	0.00860553	9.31066e-08	1.9431e-09	0.00741626	4.26109e-09	0.000354262	3.8329e-09	7.86442e-10	0.000305304	0.0147084	0.00156649	3.2692e-05	0.0253515	8.47423e-09	3.53708e-10	0.00135	7.80195e-23	2.8174e-05	0.0181788
